,Provider ID,ZIP Code,Phone Number
92,171338.0,66534,7852842121
93,171344.0,66757,6203258369
94,171356.0,66861,6203822177
95,171373.0,66749,6203651021
96,171382.0,66002,9133605581
97,180010.0,40504,8593131000
98,180079.0,41031,8592342300
99,180080.0,40701,6065281212
100,190116.0,71220,3182833600
101,190144.0,71055,3183772321
102,190145.0,71342,3189929200
103,190266.0,70810,2257639900
104,200033.0,4401,2079737000
105,191318.0,71334,3187576551
106,200018.0,4769,2077684000
107,201301.0,4441,2076955200
108,201312.0,4915,2073382500
109,210011.0,21229,4103682101
110,220010.0,1842,9786834000
111,220171.0,1803,7817445100
112,221300.0,2557,5086930410
113,230110.0,49431,2318432591
114,230132.0,48503,8102579000
115,230197.0,48439,8106065000
116,230269.0,48085,2489648800
117,230273.0,48201,3137453104
118,230277.0,48382,2489373370
119,231303.0,49854,9063413200
120,231322.0,49720,2315474024
121,231323.0,49677,2318323271
122,240206.0,56671,2186793912
123,241300.0,56557,2189352511
124,241306.0,56277,3205231261
125,250006.0,38652,6625387631
126,241379.0,56531,2186857300
127,250057.0,39601,6018336011
128,250060.0,39069,6017863401
129,250084.0,39120,6014432100
130,250097.0,39649,6012495500
131,250127.0,39350,6016562211
132,250134.0,39193,6013518023
133,251309.0,39631,6018900500
134,260020.0,63141,3145696000
135,260032.0,63110,3147473000
136,260108.0,63131,3149965000
137,260141.0,65212,5738824141
138,260142.0,65340,6608867431
139,260183.0,63703,5733313000
140,260214.0,64012,8163481236
141,261318.0,65560,5737296626
142,261335.0,65548,4179347000
143,261336.0,63663,5735461260
144,263301.0,63110,3144546000
145,270003.0,59601,4064422480
146,271304.0,59442,4066223331
147,271309.0,59349,4066355511
148,271321.0,59036,4066324351
149,271339.0,59022,4066382626
150,280009.0,68848,3088657100
151,280013.0,68198,4025522040
152,280133.0,68122,4025723000
153,281300.0,68920,3089282151
154,281301.0,68361,4027593167
155,281302.0,68420,4028522231
156,281303.0,68746,4025692451
157,281309.0,68446,4022692011
158,281312.0,68640,4029932283
159,281314.0,68651,4027472031
160,281315.0,68978,4028793281
161,281316.0,68970,4027465600
162,281319.0,68352,4027293351
163,281326.0,68756,4028874151
164,281327.0,69130,3087842261
165,281331.0,68729,4023585700
166,281334.0,68620,4023952191
167,281335.0,68825,3088362228
168,281336.0,68467,4023626671
169,390093.0,16214,8142269500
170,281338.0,68873,3087544421
171,281340.0,69021,3084232204
172,281344.0,69201,4023762525
173,281346.0,68769,4025824245
174,281347.0,68765,4027483393
175,100213.0,34209,9417926611
176,281349.0,68047,4023853083
177,281351.0,69033,3088827111
178,281352.0,68355,4022452428
179,281354.0,68333,4028262102
180,281360.0,69301,3087626660
181,281361.0,68850,3083245651
182,281363.0,69001,3083442650
183,281364.0,68310,4022283344
184,290041.0,89144,7022337500
185,290045.0,89052,7026165000
186,290057.0,89011,3182904395
187,291306.0,89410,7757821500
188,291314.0,89447,7757813761
189,310009.0,7109,9734502002
190,310010.0,8536,8664604776
191,310011.0,8210,6094632000
192,310034.0,7701,7327412700
193,310038.0,8901,7329378525
194,310044.0,8534,6093034000
195,310054.0,7042,9734296000
196,310091.0,8079,8569351000
197,310110.0,8690,6095867900
198,100248.0,33770,7275885200
199,320058.0,88340,5054644441
200,320059.0,87420,5053686001
201,320060.0,87327,5057824431
202,320062.0,87313,5057865291
203,320070.0,87049,5055525300
204,321309.0,88031,5755465803
205,330024.0,10029,2122417981
206,330049.0,12572,8458713391
207,330055.0,11355,7186702000
208,330058.0,14456,3157874175
209,330085.0,13820,6074322000
210,330136.0,13326,6075473456
211,330181.0,11542,5166747300
212,330195.0,11040,7184707000
213,330198.0,11572,5166323000
214,330304.0,10601,9146810600
215,330385.0,10467,2125195000
216,330386.0,12742,8457943300
217,330393.0,11794,6314444000
218,331303.0,12723,8458875530
219,340030.0,27710,9196848111
220,340047.0,27157,3367162011
221,340127.0,27565,9196903000
222,340132.0,27536,2524313708
223,340144.0,28687,7048730281
224,340156.0,28719,7044979163
225,340171.0,28106,7043846500
226,341302.0,27874,2528264144
227,341320.0,28675,3363725511
228,341323.0,28646,8287377000
229,350063.0,58316,7014776111
230,350064.0,58538,7018543831
231,351305.0,58746,7013854296
232,351312.0,58267,7015876060
233,351318.0,58421,7016523141
234,351319.0,58220,7012658461
235,351331.0,58324,7019684411
236,360051.0,45409,9372088000
237,360076.0,45005,5134205102
238,360098.0,44077,4409539600
239,360133.0,45405,9377233312
240,360245.0,44084,4405633400
241,360262.0,43623,4194072663
242,360274.0,45417,9378531053
243,363306.0,45404,9376413450
244,363308.0,45229,5138726000
245,370034.0,74501,9184261800
246,370048.0,74745,5802867623
247,370049.0,74076,4053721480
248,370054.0,73018,4052242300
249,370183.0,74437,9186501511
250,370214.0,73052,4057561404
251,370222.0,73114,4054862100
252,371311.0,73573,5802282344
253,371313.0,73750,4053753141
254,371330.0,73554,5807823353
255,371331.0,74030,9183822300
256,371332.0,73663,5809227361
257,381319.0,97801,5412765121
258,390013.0,17837,5705222200
259,390025.0,19122,2154268100
260,390032.0,15065,4122245100
261,390066.0,17042,7172707500
262,390079.0,18840,5708886666
263,390111.0,19104,2156623227
264,390123.0,19464,6103277000
265,390146.0,16365,8147233300
266,390156.0,19023,2152374000
267,390163.0,16201,7245438500
268,390168.0,16001,7242836666
269,390180.0,19013,6104472000
270,390195.0,19096,6106452000
271,390219.0,15650,7245371000
272,390258.0,19047,2157502003
273,390321.0,18104,6108719110
274,390330.0,18360,2722120200
275,393303.0,19104,2155903745
276,400001.0,907,7877212160
277,400003.0,733,7878485600
278,400004.0,936,7877586420
279,400005.0,791,7878522424
280,400006.0,909,7877232950
281,400007.0,791,7878520768
282,400009.0,785,7878640101
283,400010.0,631,7878295010
284,400011.0,792,7878520505
285,400012.0,935,7877634149
286,400013.0,737,7875351001
287,400044.0,733,7878442080
288,400014.0,681,7876526045
289,400015.0,936,7877568535
290,400016.0,918,7877582000
291,400018.0,705,7875351001
292,400019.0,910,7877276060
293,400021.0,683,7878921860
294,400022.0,717,7878408460
295,400026.0,714,7878393232
296,400032.0,960,7876208181
297,400048.0,785,7878644300
298,400061.0,927,7877540101
299,400079.0,603,7876580000
300,400087.0,613,7876507272
301,400098.0,923,7877675100
302,400102.0,959,7876225420
303,400103.0,682,7876529200
304,400104.0,725,7877443141
305,410006.0,2840,4018466400
306,400105.0,956,7877875151
307,400106.0,915,7877829999
308,400109.0,961,7876204747
309,400110.0,698,7878561000
310,400111.0,676,7878778000
311,400112.0,984,7877571800
312,400113.0,780,7878482100
313,400114.0,674,7876213700
314,400115.0,693,7878581580
315,400117.0,614,7876501031
316,400118.0,674,7878533322
317,400120.0,725,7876533434
318,400121.0,928,7877618383
319,400122.0,969,7877086560
320,400123.0,681,7878340101
321,400124.0,936,7877548500
322,400125.0,738,7876550505
323,400126.0,683,7878925300
324,400127.0,935,7877773535
325,400128.0,919,7877540909
326,400130.0,641,7879331100
327,400131.0,738,7878010081
328,403301.0,935,7877773232
329,420011.0,29671,8648784791
330,420015.0,29641,8644427200
331,420023.0,29601,8008055678
332,420098.0,29576,8436521000
333,420106.0,29212,8039077011
334,421302.0,29180,8036350233
335,430083.0,57625,6059643005
336,430084.0,57570,6057472231
337,431300.0,57042,6052566551
338,431309.0,57523,6057752621
339,431314.0,57551,6056856622
340,431318.0,57428,6052856146
341,431319.0,57567,6058592511
342,431326.0,57252,6054324538
343,431328.0,57070,6053265161
344,431332.0,57231,6058543329
345,431338.0,57533,6058358394
346,440001.0,37650,4237433141
347,440012.0,37620,4238441121
348,440082.0,37205,6152222111
349,440175.0,38464,9317626571
350,441315.0,37317,4234965511
351,450032.0,75670,9039276712
352,450099.0,79065,8066653721
353,450143.0,78957,5122373214
354,450147.0,77902,3615757441
355,450144.0,79714,4325232200
356,450165.0,78026,8307693515
357,450210.0,75633,936933841
358,450214.0,77488,9795322500
359,450237.0,78207,2107043342
360,450324.0,75020,9034164000
361,450352.0,75401,9034085000
362,450369.0,79201,9409376371
363,450395.0,77351,9363274381
364,450662.0,78526,9563507000
365,450797.0,77004,7135286800
366,451309.0,79752,4326528626
367,451318.0,79502,9409893551
368,451329.0,79778,4326932443
369,451333.0,79782,4327563345
370,451341.0,79521,9408642621
371,451357.0,76567,5124464500
372,451360.0,75972,9362753446
373,451361.0,75948,4097873300
374,451365.0,78611,5127153000
375,453301.0,78411,3617394846
376,460010.0,84107,8015077000
377,460049.0,84107,8013144100
378,470001.0,5641,8023714100
379,471300.0,5353,8023657920
380,471306.0,5156,8028852151
381,490009.0,22908,8002513627
382,490104.0,23803,8045247344
383,490117.0,24651,2769888700
384,490126.0,24457,5408626011
385,500044.0,99210,5094735800
386,500051.0,98004,4256885000
387,500129.0,98405,2534031000
388,501305.0,99122,5097257101
389,503301.0,98415,2534031400
390,510001.0,26506,3045984000
391,510002.0,24970,3046474411
392,510072.0,26155,3044558000
393,511300.0,26416,3044571760
394,511312.0,26537,3043291400
395,520037.0,54449,7153877850
396,520103.0,53051,2622511000
397,430081.0,57770,6058675131
398,480001.0,801,8097768311
399,520207.0,53024,2623291000
400,521332.0,54801,7156352111
401,521347.0,54002,7156841111
402,530008.0,82501,3078564161
403,530035.0,82901,3074482758
404,670004.0,78945,9792422200
405,670062.0,76227,9723472525
406,100055.0,34689,7279425000
407,640001.0,96799,6846334590
408,650001.0,96913,6716472552
409,650003.0,96929,6716455500
410,660001.0,96950,6702348950
411,100009.0,33136,3053255511
412,20008.0,99801,9077968900
413,33303.0,85210,6022434231
414,11302.0,35582,2563569532
415,51311.0,95948,5308465671
416,60034.0,80113,3037885000
417,100161.0,32771,4073214500
418,51331.0,93463,8056886431
419,40118.0,72401,8709727000
420,20026.0,99508,9075632662
421,31315.0,85938,9283334368
422,100189.0,33063,9549740400
423,50082.0,93030,8059882500
424,50238.0,91006,6264454441
425,50022.0,92501,9517883000
426,50180.0,94598,9259393000
427,110025.0,31520,9124667000
428,40015.0,71953,4793946100
429,110036.0,31403,9123503691
430,40078.0,71901,5013211000
431,90011.0,20010,2028777000
432,50245.0,92324,9095801000
433,10036.0,36420,3342228466
434,50689.0,94583,9252759200
435,50710.0,93720,5594484500
436,110042.0,30141,4706447000
437,110111.0,30824,7065951411
438,50006.0,95501,7074458121
439,50112.0,90404,3103194000
440,51302.0,93545,7608765501
441,100025.0,32504,8504167000
442,30016.0,85222,5203816300
443,10045.0,35555,2059325966
444,30030.0,85015,6022490212
445,10125.0,35565,2054857117
446,50751.0,90036,3239301040
447,50225.0,95969,5308779361
448,30089.0,85306,4806845898
449,100067.0,33705,7278251100
450,60126.0,80528,9708214000
451,50740.0,90291,3108238911
452,100238.0,33709,8135215000
453,60116.0,80026,3036894000
454,50072.0,94596,9252954000
455,100092.0,32955,3216372603
456,50136.0,94954,7077781111
457,50590.0,95823,9164236010
458,50152.0,94109,4153536000
459,50516.0,95608,9165375000
460,110161.0,30342,4048518000
461,10044.0,35570,2059216200
462,61311.0,81073,7195234501
463,30013.0,85364,9283367600
464,40132.0,71901,5016241281
465,10097.0,36092,3345674311
466,50496.0,94520,9256828200
467,10114.0,35021,2054817000
468,100287.0,33401,5616555511
469,50390.0,92543,9516522811
470,30121.0,85209,4803586100
471,30043.0,85635,5204173001
472,50359.0,93274,5596880821
473,100319.0,33544,8139295490
474,60065.0,80229,3034517800
475,100007.0,32803,4073031976
476,61324.0,81611,9705441261
477,100299.0,34202,9417822100
478,50133.0,95901,5307494300
479,50744.0,92805,7145336220
480,61305.0,80734,9708542241
481,50043.0,94609,5106554000
482,50454.0,94143,4153532733
483,50506.0,93405,8505467600
484,50093.0,93710,5594503000
485,50135.0,90028,3234622271
486,51301.0,93561,6618223241
487,90006.0,20017,2022697000
488,50089.0,92411,9098876333
489,31313.0,85621,5202853000
490,41319.0,71832,8705844111
491,100191.0,34655,7278481733
492,10089.0,35502,2053874000
493,50291.0,95403,7075764000
494,70008.0,6076,8606844251
495,110040.0,30529,7063351100
496,100109.0,33871,8633144466
497,41307.0,72396,8702383300
498,100022.0,33136,3055851111
499,40004.0,72703,4794635113
500,110100.0,30434,4786257000
501,50394.0,93003,8056525011
502,30022.0,85008,6023445011
503,61300.0,81036,7194385401
504,50709.0,92395,7602418000
505,50517.0,92392,7602458691
506,100167.0,33317,9545875010
507,100281.0,33028,9544365000
508,10016.0,35007,2056208100
509,40002.0,72830,4797545454
510,60044.0,80701,9708673391
511,10099.0,36426,2518678061
512,50758.0,91763,9096258300
513,10087.0,36617,2514717110
514,90004.0,20007,2027843000
515,100265.0,34695,7277346950
516,50764.0,96001,5302445454
517,110124.0,31545,9125303302
518,100122.0,32539,8506898100
519,110035.0,30060,7707935000
520,50174.0,95405,7075255300
521,90005.0,20016,2025374680
522,60003.0,80501,3036515111
523,20006.0,99645,9078616000
524,100175.0,34265,8634943535
525,100156.0,32055,3867199000
526,30122.0,85234,4805432000
527,100017.0,32114,3862544000
528,10055.0,36305,3347935000
529,110005.0,30041,7708443200
530,100290.0,32159,3527518000
531,50767.0,95688,7076244000
532,60112.0,80124,7202251000
533,10051.0,35462,2053723388
534,40010.0,72758,4793388000
535,110109.0,30401,4782891304
536,50295.0,93301,6616325000
537,101304.0,32424,8506743493
538,100154.0,33143,7866624000
539,70031.0,6418,2037327500
540,50727.0,90804,5624940600
541,100168.0,33486,5613625002
542,100177.0,32932,3217997111
543,50771.0,90650,3103560550
544,40011.0,72833,4794952241
545,10069.0,36027,3346887271
546,100034.0,33140,3056742121
547,60114.0,80138,3032694000
548,50690.0,95403,7075714000
549,50189.0,93930,8313856000
550,10033.0,35233,2059344011
551,50248.0,93906,8317554195
552,41322.0,72576,8708952691
553,100220.0,33912,2397685000
554,60096.0,81657,9704762451
555,100200.0,33308,9547768500
556,50573.0,92270,7603403911
557,20012.0,99701,9074528181
558,40001.0,72761,4795244141
559,110016.0,30240,7068821411
560,110101.0,31620,2298968077
561,100073.0,33308,9547718000
562,10109.0,35447,2053678111
563,10164.0,35150,2562495000
564,50746.0,92705,7149533331
565,50747.0,92704,7147545454
566,50096.0,91790,6263388481
567,60107.0,80206,3033884461
568,30078.0,85016,6022631200
569,53304.0,92868,7149973000
570,60023.0,81502,9702981950
571,50192.0,93654,5596388155
572,100047.0,33950,9416393131
573,30093.0,85375,6235244000
574,41300.0,72855,4799636101
575,100099.0,33853,8636761433
576,100051.0,34711,3523944071
577,40014.0,72143,5012783100
578,10006.0,35631,2567688400
579,60010.0,80524,9704957000
580,103301.0,33155,3056666511
581,31300.0,85390,9286845421
582,10046.0,35901,2565435200
583,60015.0,80228,7203210000
584,50110.0,93436,8057373300
585,50586.0,91710,9096276111
586,70040.0,6117,8605233800
587,30011.0,85711,5208733000
588,10118.0,36701,3344184100
589,10090.0,36608,2516331000
590,50128.0,92056,7607248411
591,50780.0,92780,7146197700
592,110092.0,31023,4784484067
593,50301.0,95482,7074623111
594,51318.0,95540,7074458121
595,50008.0,94117,4156006000
596,50777.0,94577,5104541000
597,10022.0,35960,2569275531
598,50281.0,91801,6265701606
599,50077.0,92103,6192948111
600,51306.0,95988,5309341818
601,50272.0,92373,9093355500
602,70002.0,6105,8607144000
603,61318.0,80459,9707243442
604,110071.0,31513,9123679841
605,30007.0,86326,9286396058
606,31311.0,86047,9282894691
607,40027.0,72653,8705081000
608,30065.0,85202,4804123000
609,100157.0,33805,8636871100
610,70028.0,6606,2035765551
611,50236.0,93065,8059556000
612,40039.0,72450,8702397000
613,100307.0,32216,9042963700
614,50641.0,90023,3232685514
615,100288.0,33407,5618406202
616,100289.0,33331,9546895000
617,10129.0,36507,2519375521
618,50515.0,92120,6195285000
619,40029.0,72034,5013293831
620,51334.0,93023,8056402280
621,110164.0,31217,4787657000
622,41306.0,72519,8702973726
623,50228.0,94110,4152068000
624,80006.0,19973,3026296611
625,50697.0,96001,5302258700
626,51321.0,95448,7074316500
627,50763.0,90026,2139896123
628,40041.0,72801,4799682841
629,10059.0,35650,2569742200
630,60124.0,80228,7203215000
631,50222.0,91911,6195025800
632,40067.0,71754,8702353000
633,50523.0,94509,9257797200
634,100236.0,33952,9416291181
635,50129.0,92404,9098838711
636,50770.0,92563,9512904000
637,50169.0,90602,5266980811
638,60004.0,80601,3034981601
639,21311.0,99901,9072255171
640,50125.0,95116,4082595000
641,100130.0,33430,5619966571
642,50014.0,95642,2092237500
643,50002.0,94545,5107826200
644,41323.0,71635,8703644111
645,101310.0,32091,9043682300
646,61307.0,81648,9706755011
647,10029.0,36801,3347493411
648,110083.0,30309,4046055000
649,101313.0,33070,3054343000
650,50336.0,95240,2093343411
651,100080.0,33462,5619657300
652,50678.0,92708,7143787406
653,70025.0,6102,8605455000
654,50334.0,93901,8317574333
655,61306.0,80821,7197432421
656,20024.0,99669,9072624404
657,100321.0,32068,9043087164
658,50067.0,95361,2098473011
659,100298.0,32324,8506637536
660,50024.0,91950,6194704321
661,50124.0,91209,8187907100
662,53310.0,90020,2133883151
663,70019.0,6460,2038764000
664,100254.0,32308,8506565000
665,100292.0,32550,8502783600
666,63301.0,80045,7207771234
667,100140.0,32034,9043213500
668,10086.0,35594,2054877736
669,100260.0,34952,7723354000
670,50782.0,91767,9095967733
671,30092.0,85027,6238796100
672,30123.0,85255,4803247004
673,50039.0,95926,5303327300
674,40137.0,72120,5015527100
675,53303.0,92123,8585761700
676,50047.0,94115,4156006000
677,61309.0,80758,9703324811
678,50761.0,91356,8188810800
679,50468.0,90247,3105324200
680,70016.0,6706,2035746000
681,50308.0,94040,6509407000
682,110024.0,31412,9128196000
683,40047.0,72455,8708926000
684,50191.0,90813,5624919000
685,100286.0,34119,2393484000
686,100327.0,34108,2394788398
687,41303.0,72949,4796674138
688,50441.0,94305,6507235708
689,50580.0,90623,7146707400
690,10139.0,35209,2058771000
691,100151.0,32224,9049532000
692,50570.0,92708,7149667200
693,100232.0,32177,3863268500
694,53308.0,92866,7142892400
695,100048.0,32565,8506754532
696,10148.0,36401,2515782480
697,31307.0,85344,9286692137
698,50776.0,90806,5625951911
699,11305.0,35121,2052743000
700,50589.0,92870,7149932000
701,110113.0,30830,7065544435
702,10035.0,35058,2567372000
703,50028.0,95521,7078223621
704,50360.0,94904,4159257900
705,110079.0,30303,4046164252
706,50568.0,93637,5596755555
707,30137.0,85614,5203934710
708,100045.0,32720,3869434772
709,30112.0,85224,4806039000
710,10039.0,35801,2562651000
711,100223.0,32547,8508621111
712,50537.0,95616,5307566440
713,50204.0,93552,6613825000
714,50335.0,95370,2095323161
715,101309.0,33440,8639023033
716,30061.0,85351,6238324000
717,30055.0,86409,9287572101
718,21313.0,99603,9072358101
719,51307.0,90704,3105100700
720,10056.0,35205,2059397000
721,50704.0,91402,8189043100
722,50063.0,90027,2134133000
723,100124.0,32570,8506267762
724,61322.0,81201,7195302200
725,100296.0,33146,3056662111
726,50424.0,92037,8584559100
727,100246.0,34950,7724614000
728,50149.0,90015,2137482411
729,10040.0,35903,2564944000
730,100230.0,33024,9549629650
731,10038.0,36201,2562358900
732,50042.0,96080,5305298012
733,50561.0,90034,2138572201
734,41314.0,72042,8709463571
735,100071.0,34601,3527965111
736,100002.0,33435,5617377733
737,50772.0,95661,9167844000
738,10126.0,36081,3346705000
739,10065.0,35010,2563297100
740,110001.0,30720,7062726105
741,41317.0,71742,8703526300
742,50543.0,92627,9496422734
743,41320.0,71822,8708985011
744,50438.0,91109,6263975000
745,30114.0,85755,5209013549
746,50055.0,94110,4156416562
747,10092.0,35401,2057597111
748,40071.0,71603,8705417100
749,30038.0,85251,4808824004
750,51329.0,95453,7072625000
751,50367.0,94533,7076465000
752,100224.0,33321,9547212200
753,50581.0,90712,5626026751
754,100328.0,33126,3052641000
755,100258.0,33484,5614984440
756,40147.0,72118,5017488000
757,10108.0,36067,3343614267
758,10157.0,35661,2563861601
759,51314.0,93240,7603792681
760,10150.0,36037,3343822200
761,50414.0,95630,9169837400
762,30002.0,85006,6022392000
763,50696.0,90033,3234428656
764,100181.0,33143,3052847500
765,10172.0,35611,2562339292
766,100269.0,33470,5617534245
767,70005.0,6721,2035736000
768,50464.0,95350,2095781211
769,110105.0,31768,2299853420
770,41305.0,72958,4796374135
771,60020.0,81003,7195844000
772,50132.0,91776,6262895454
773,100231.0,32514,8504944000
774,50108.0,95816,9167338999
775,41304.0,72632,4792537400
776,100166.0,34233,9413421100
777,50232.0,93401,8055435353
778,50205.0,91740,6263350231
779,110069.0,31093,4789224281
780,100126.0,33707,7273811000
781,50512.0,94538,5107844000
782,50283.0,94588,9254477000
783,50599.0,95817,9167342011
784,61315.0,80759,9708485405
785,100284.0,33155,3052639270
786,50025.0,92103,6195436222
787,100023.0,34452,3527261551
788,60117.0,81301,9702473537
789,50071.0,95051,4082366400
790,50485.0,90806,5629332000
791,41330.0,72454,8705983881
792,100240.0,33136,3053266000
793,50234.0,92118,6194356251
794,51300.0,96122,5308324277
795,110075.0,30458,9124861500
796,30012.0,86301,9284452700
797,50510.0,94903,4154442000
798,40022.0,72764,4797515711
799,50084.0,95204,2099432000
800,40016.0,72205,5016865000
801,50503.0,92024,7607536501
802,60012.0,81004,7195574000
803,60022.0,80909,7193655000
804,60016.0,81212,7192852000
805,10021.0,36360,3347742601
806,10138.0,36925,2053925263
807,50738.0,91733,6263507975
808,60027.0,80304,3034402273
809,60006.0,81401,9702492211
810,51320.0,96130,5302522000
811,100211.0,33525,3525683174
812,61323.0,81052,7193364343
813,41331.0,72736,4797875291
814,10062.0,36340,3346843655
815,100315.0,32940,3214349000
816,100107.0,33936,2393692101
817,50735.0,90605,5629453561
818,50069.0,92868,7146339111
819,10061.0,35768,2562594444
820,50115.0,92025,7607393000
821,100052.0,33881,8632931121
822,50701.0,92562,9516966000
823,51327.0,96020,5302582121
824,70039.0,6492,2036795900
825,50167.0,95231,2094686000
826,50551.0,90720,5627993220
827,11300.0,36518,2518472223
828,100117.0,32250,9042472900
829,50211.0,94501,5105223700
830,60013.0,81301,9702474311
831,50604.0,95119,4089727000
832,10101.0,35161,2567614542
833,100118.0,32164,3865862000
834,50636.0,92064,8584856511
835,13301.0,36604,2514151000
836,110143.0,30106,7707324000
837,100068.0,32117,3866766000
838,50261.0,93257,5597841110
839,100050.0,33012,3055582500
840,50320.0,94602,5104374800
841,60113.0,80122,3037305888
842,110074.0,30606,7064757000
843,30101.0,86442,9287632273
844,31317.0,85344,9286699201
845,40114.0,72205,5012022000
846,51328.0,96161,5305876011
847,70011.0,6790,8604966666
848,50444.0,95340,2095645000
849,110091.0,30012,7709183000
850,50007.0,94010,6506965270
851,50373.0,90033,3232262800
852,50230.0,92843,7145375160
853,50608.0,93215,6617254800
854,50481.0,91307,8186764100
855,100268.0,33428,5614888000
856,61328.0,81147,9707313700
857,103304.0,32827,4075674000
858,60119.0,80538,9706242500
859,10079.0,35611,2562339292
860,100028.0,32796,3212686111
861,101302.0,32440,8502637201
862,10024.0,36106,3342938000
863,30119.0,85296,4807288000
864,10058.0,35042,2059264881
865,50296.0,95023,8316375711
866,30023.0,86001,9287793366
867,50736.0,91754,6265709000
868,40088.0,71731,8708632000
869,50775.0,92592,9513312200
870,50353.0,90503,3105407676
871,50417.0,95531,7074648880
872,50262.0,90095,3108256301
873,51330.0,96101,5302335131
874,51308.0,96104,5302796111
875,80001.0,19718,3027331000
876,30108.0,85015,6027956020
877,100217.0,32978,7725893187
878,60054.0,81505,9702566201
879,110011.0,30117,7708369580
880,40152.0,72703,4795717002
881,90008.0,20032,2025746611
882,50026.0,91942,6194650711
883,100135.0,32308,8504311155
884,70034.0,6856,2038522000
885,10008.0,36049,3343353374
886,101307.0,32425,8505471120
887,100320.0,34758,4075302000
888,50534.0,92201,7603476191
889,50588.0,91773,9095996811
890,110089.0,31533,9123835620
891,60100.0,80012,3036952600
892,10018.0,35233,2053258100
893,70004.0,6069,8603644228
894,50243.0,92262,7603236511
895,60024.0,80045,7208480000
896,110028.0,30901,7067229011
897,53309.0,90806,5629338001
898,101311.0,32340,8509732271
899,50471.0,90017,2139772121
900,30136.0,85339,6235845100
901,50150.0,95945,5302746000
902,80009.0,19963,3024223311
903,50070.0,94080,6507423200
904,100006.0,32806,3218438000
905,40019.0,72335,8702610000
906,50688.0,95020,4088482000
907,30010.0,85745,5208723000
908,50778.0,92354,9095588000
909,100142.0,32446,8507182620
910,50575.0,90716,5628600401
911,31301.0,85602,5205862261
912,10047.0,36033,3343762205
913,100093.0,32501,8504344011
914,60125.0,80109,7204552500
915,50116.0,91325,8188858500
916,50091.0,90255,3235831931
917,50351.0,90509,3103259110
918,101312.0,33050,3057435533
919,100018.0,34102,2394365000
920,110029.0,30501,7705353553
921,60014.0,80218,3038396000
922,30036.0,85224,4807283000
923,100106.0,32348,8505840800
924,53301.0,94609,5104283000
925,100070.0,34285,9414857711
926,70022.0,6504,2036884242
927,51324.0,93514,7608735811
928,50708.0,93710,5594318000
929,13300.0,35233,2059399100
930,50352.0,96150,5305413420
931,100275.0,33414,5617988500
932,110132.0,39819,2292463500
933,50076.0,94115,4158332646
